unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
809,texture,zigzagged,0.267679648157718,white-c,72511065.0,2296917.0,339092.0,0.004553471926330579,house,1833277.0,915930.0,39831.0,0.01470117104455048,roof,443437.0,175676.0,9412.0,0.015437074894087428,house-s,689920.0,601414.0,10599.0,0.0082757166783136247,zigzagged,1618176.0,937920.0,539738.0,0.267679648157718
755,texture,dotted,0.25831563155429893,pink-c,18491188.0,2951844.0,156946.0,0.0073731732550549687,ball,122639.0,611127.0,47377.0,0.069023542043942995,wheel,1513439.0,337698.0,140879.0,0.082372951917196124,ball_pit-s,275968.0,290110.0,50997.0,0.099007728881476867,dotted,2935296.0,1753295.0,962506.0,0.25831563155429893
1016,texture,chequered,0.25654993816777855,red-c,21004512.0,3176488.0,225577.0,0.0094165316972278056,ball,122639.0,416295.0,67979.0,0.14434287776963825,crosswalk,241792.0,94431.0,2983.0,0.0089515064217980996,ball_pit-s,275968.0,284329.0,85732.0,0.18065386195779287,chequered,1530368.0,2464923.0,815719.0,0.25654993816777855
448,texture,chequered,0.246834716473919,white-c,72511065.0,3021614.0,520077.0,0.0069331950383483562,ball,122639.0,599662.0,37997.0,0.055526491150132098,upper sash,44217.0,49880.0,1791.0,0.019402855719021495,ball_pit-s,275968.0,407629.0,43039.0,0.067189856344000057,chequered,1530368.0,1749715.0,649355.0,0.246834716473919
817,texture,banded,0.21061243904020235,red-c,21004512.0,2236373.0,137551.0,0.0059537294487453625,curtain,3110939.0,448187.0,23250.0,0.0065754568316309736,door frame,221497.0,42720.0,1699.0,0.0064719371624040994,television_studio-s,200704.0,265609.0,2844.0,0.0061363327428587446,banded,2571520.0,920471.0,607508.0,0.21061243904020235
601,texture,lined,0.19965374206123845,white-c,72511065.0,2516337.0,357207.0,0.004783796265698784,stairway,494268.0,1037092.0,28161.0,0.018734046523447661,crosswalk,241792.0,184851.0,24211.0,0.060161716762086495,building_facade-s,3148544.0,559865.0,37729.0,0.010278477012433663,lined,1568000.0,738747.0,383903.0,0.19965374206123845
1013,texture,chequered,0.19409280897669398,white-c,72511065.0,1564928.0,248717.0,0.0033689039265108467,lamp,593361.0,515128.0,6403.0,0.0058098914240812425,windows,68737.0,91715.0,3271.0,0.020810403293018864,library-outdoor-s,137984.0,350939.0,2165.0,0.0044477954137374211,chequered,1530368.0,426005.0,317997.0,0.19409280897669398
377,texture,chequered,0.17546646192092036,white-c,72511065.0,1641603.0,251268.0,0.0034000438422005538,bird,1030707.0,719886.0,5236.0,0.002999959320643284,roof,443437.0,192314.0,3147.0,0.0049746761006885815,aqueduct-s,225792.0,325338.0,2809.0,0.0051229115791662175,chequered,1530368.0,542553.0,309433.0,0.17546646192092036
454,texture,swirly,0.17496959002210077,pink-c,18491188.0,2715847.0,147623.0,0.0070098348424922786,labyrinth,51914.0,530162.0,12793.0,0.022472127219678083,crosswalk,241792.0,129274.0,4049.0,0.011032186519970462,desert-sand-s,275968.0,264654.0,15681.0,0.029871928464341699,swirly,1605632.0,1823458.0,510640.0,0.17496959002210077
125,texture,chequered,0.17339700926771637,white-c,72511065.0,3050650.0,520957.0,0.0069423205986272156,ball,122639.0,434400.0,32829.0,0.062625665286812529,mouth,47068.0,112631.0,2178.0,0.013826727864856107,ball_pit-s,275968.0,229501.0,36707.0,0.078306262026358778,chequered,1530368.0,2233784.0,556242.0,0.17339700926771637
738,texture,dotted,0.16349973311173019,pink-c,18491188.0,3684908.0,203421.0,0.0092579078332519823,labyrinth,51914.0,164364.0,1716.0,0.0079976883138673169,body,1291612.0,33708.0,7561.0,0.0057377714741466386,bank-outdoor-s,163072.0,96376.0,2455.0,0.0095527893755861029,dotted,2935296.0,3409958.0,891661.0,0.16349973311173019
981,texture,polka-dotted,0.15766855995431583,red-c,21004512.0,2980849.0,191172.0,0.0080343986508638731,ball,122639.0,329390.0,48820.0,0.1210786465579885,drawer,540514.0,42474.0,3836.0,0.0066234770837362202,ball_pit-s,275968.0,230716.0,54690.0,0.12099718137851384,polka-dotted,1705984.0,2334336.0,550271.0,0.15766855995431583
