unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
113,object,tree,0.023727861789186292,green-c,63326720.0,2494792.0,1056176.0,0.016307735977776752,tree,21215516.0,1714905.0,531479.0,0.023727861789186292,hair,989801.0,497395.0,7886.0,0.0053308637134880455,park-s,1179136.0,873873.0,18179.0,0.0089339158553785828,matted,1593088.0,283456.0,10659.0,0.0057125707104135571
90,color,orange-c,0.023604231864788647,orange-c,30348501.0,2152262.0,749465.0,0.023604231864788647,flower,591549.0,860047.0,7143.0,0.0049451245558007079,shade,197478.0,385125.0,2154.0,0.0037109203392546109,ball_pit-s,275968.0,489891.0,5277.0,0.0069381079226171526,zigzagged,1618176.0,301898.0,27080.0,0.014305380788317343
105,texture,grid,0.022900954242667051,white-c,72511065.0,2618987.0,327418.0,0.0043770918548135616,windowpane,8841352.0,1227780.0,137985.0,0.013894165497701323,pane,480756.0,398275.0,10473.0,0.012057916684896114,building_facade-s,3148544.0,826393.0,25314.0,0.0064092193102987301,grid,1682240.0,199462.0,42128.0,0.022900954242667051
92,part,wheel,0.022316083894634228,pink-c,18491188.0,2531350.0,91675.0,0.004379895850448211,motorbike,1440771.0,1001826.0,24770.0,0.010244736285929474,wheel,1513439.0,619646.0,46563.0,0.022316083894634228,utility_room-s,413952.0,433385.0,3643.0,0.0043179162113278031,dotted,2935296.0,473275.0,69386.0,0.020779321900403842
28,texture,honeycombed,0.022060679515723186,red-c,21004512.0,1616826.0,66246.0,0.0029370751402831787,seat,1488057.0,670133.0,10744.0,0.0050031525821836731,seat cushion,340448.0,270944.0,1908.0,0.0031305169618890726,auditorium-s,489216.0,397436.0,5654.0,0.0064177217201401128,honeycombed,1555456.0,384083.0,41864.0,0.022060679515723186
75,texture,meshed,0.022048095032655163,black-c,139916835.0,2078344.0,445387.0,0.003146504093767937,ball,122639.0,892459.0,9523.0,0.0094702036148472252,hand,398768.0,379881.0,2649.0,0.0034136597938144325,ball_pit-s,275968.0,489167.0,10032.0,0.013285604745312889,meshed,1756160.0,402008.0,46557.0,0.022048095032655163
46,texture,zigzagged,0.021910500928533878,red-c,21004512.0,2227214.0,96843.0,0.0041860164151251598,person,14523849.0,872916.0,168519.0,0.011066212090348422,hair,989801.0,504755.0,24344.0,0.016558156238692109,ball_pit-s,275968.0,368551.0,2779.0,0.0043304141864306412,zigzagged,1618176.0,426671.0,43843.0,0.021910500928533878
36,color,purple-c,0.021896549007204988,purple-c,10857154.0,2047700.0,276517.0,0.021896549007204988,person,14523849.0,1215518.0,68961.0,0.0044007155909042816,leg,2786636.0,467119.0,10912.0,0.0033649485960313219,skyscraper-s,4402944.0,706001.0,23900.0,0.0047000567349944787,smeared,1869056.0,299958.0,16282.0,0.0075634124452091571
5,texture,banded,0.021823654467474623,white-c,72511065.0,2090605.0,295684.0,0.003979275640054087,curtain,3110939.0,938369.0,29218.0,0.0072679964876408241,frame,136341.0,378139.0,3279.0,0.0064143067012779695,closet-s,990976.0,584477.0,8520.0,0.0054373735188422223,banded,2571520.0,217657.0,59570.0,0.021823654467474623
91,texture,grooved,0.021538624081717066,white-c,72511065.0,2221243.0,332404.0,0.0044678014638298456,wall,48917895.0,787556.0,187866.0,0.0037939249258621961,arm,2299112.0,269168.0,13952.0,0.0054621019696765643,car_interior-backseat-s,163072.0,440184.0,3710.0,0.0061880155984695073,grooved,1505280.0,312454.0,38326.0,0.021538624081717066
